id point;x;y;z
668;978262.260773;6561613.85258;627.851989746
669;978284.240723;6561623.84347;624.281005859
670;978265.258039;6561619.84712;625.390014648
671;978263.259861;6561615.85076;626.512023926
672;978264.25895;6561616.84985;626.135009766
673;978270.253482;6561614.85167;628.107971191
674;978276.248014;6561621.84529;624.445007324
675;978274.249837;6561619.84712;625.804016113
676;978274.249837;6561622.84438;624.24798584
677;978297.228876;6561630.83709;623.92199707
678;978321.207004;6561625.84165;625.372009277
679;978340.189688;6561630.83709;625.630004883
680;978329.199713;6561631.83618;623.905029297
681;978346.18422;6561636.83162;624.424987793
682;978323.205181;6561634.83345;623.87701416
683;978311.216117;6561629.838;624.023010254
684;978321.207004;6561628.83891;624.322021484
685;978307.219762;6561632.83527;623.885009766
686;978292.233432;6561625.84165;624.965026855
687;978288.237078;6561625.84165;624.572998047
688;978298.227964;6561627.83982;624.192016602
689;978300.226142;6561625.84165;624.359985352
690;978306.220674;6561625.84165;625.177001953
691;978293.232521;6561616.84985;630.773010254
692;978287.237989;6561618.84803;628.771972656
693;978288.237078;6561621.84529;625.973022461
694;978292.233432;6561619.84712;628.189025879
695;978294.23161;6561624.84256;625.789001465
696;978295.230698;6561626.84074;624.760009766
697;978294.23161;6561621.84529;627.369018555
698;978299.227053;6561624.84256;624.698974609
699;978301.22523;6561622.84438;625.625976563
700;978314.213383;6561624.84256;625.864990234
701;978306.220674;6561621.84529;626.445007324
702;978333.196067;6561619.84712;631.442016602
703;978320.207915;6561618.84803;629.507019043
704;978324.20427;6561623.84347;626.812011719
705;978331.19789;6561624.84256;627.366027832
706;978329.199713;6561629.838;624.5
707;978335.194245;6561630.83709;624.552001953
708;978335.194245;6561627.83982;625.705993652
709;978344.186043;6561625.84165;628.268005371
710;978346.18422;6561631.83618;624.859985352
711;978343.186954;6561633.83436;624.37097168
712;978350.180575;6561629.838;625.580993652
713;978347.183309;6561619.84712;632.869018555
714;978337.192422;6561619.84712;631.393981934
715;978343.186954;6561617.84894;633.234985352
716;978342.187865;6561619.84712;632.190979004
717;978347.183309;6561617.84894;633.844970703
718;978338.191511;6561618.84803;631.924987793
719;978333.196067;6561617.84894;632.104980469
720;978285.239812;6561611.85441;632.590026855
721;978263.259861;6561608.85714;629.958007813
722;978250.271709;6561607.85805;631.293029785
723;978253.268975;6561607.85805;631.171020508
724;978285.239812;6561610.85532;633.070007324
725;978275.248925;6561609.85623;631.984985352
726;978264.25895;6561608.85714;630.062988281
727;978305.221585;6561615.85076;631.330993652
728;978309.21794;6561619.84712;628.17199707
729;978308.218851;6561622.84438;625.937011719
730;978306.220674;6561622.84438;625.82598877
731;978311.216117;6561619.84712;628.737976074
732;978312.215206;6561621.84529;627.179992676
733;978324.20427;6561615.85076;631.525024414
734;978324.20427;6561618.84803;630.340026855
735;978298.227964;6561612.85349;631.999023438
736;978299.227053;6561616.84985;630.453979492
737;978298.227964;6561615.85076;631.190002441
738;978297.228876;6561619.84712;628.140991211
739;978294.23161;6561618.84803;629.406982422
740;978321.207004;6561612.85349;632.29901123
741;978339.190599;6561610.85532;634.713989258
742;978433.104933;6561602.86261;631.244018555
743;978444.094909;6561600.86443;633.79498291
744;978441.097643;6561602.86261;633.010009766
745;978440.098554;6561601.86352;633.289978027
746;978414.122249;6561606.85896;632.65802002
747;978396.138653;6561610.85532;632.476989746
748;978397.137742;6561613.85258;631.122009277
749;978358.173284;6561610.85532;636.012023926
750;978372.160525;6561611.85441;633.442016602
751;978390.144121;6561609.85623;632.481018066
752;978373.159614;6561610.85532;633.585998535
753;978415.121337;6561605.85987;632.79699707
754;978415.121337;6561604.86079;632.99597168
755;978387.146855;6561608.85714;633.025024414
756;978372.160525;6561609.85623;634.015014648
757;978389.145032;6561607.85805;633.213012695
758;978394.140476;6561609.85623;632.37902832
759;978346.18422;6561610.85532;635.528991699
760;978354.176929;6561612.85349;635.010986328
761;978374.158702;6561618.84803;631.835998535
762;978372.160525;6561620.8462;631.50402832
763;978327.201536;6561612.85349;632.432983398
764;978325.203358;6561610.85532;632.776977539
765;978319.208826;6561615.85076;631.638000488
766;978291.234344;6561614.85167;631.12298584
767;978292.233432;6561617.84894;629.942016602
768;978289.236167;6561616.84985;630.260009766
769;978348.182397;6561622.84438;630.526000977
770;978288.237078;6561623.84347;624.968017578
771;978286.238901;6561621.84529;625.729003906
772;978306.220674;6561628.83891;624.133972168
773;978347.183309;6561637.83071;624.403015137
774;978479.063012;6561798.68399;625.106018066
775;978488.054809;6561681.79061;625.29498291
776;978488.054809;6561633.83436;624.848999023
777;978488.054809;6561638.8298;624.492980957
778;978488.054809;6561653.81613;625.085021973
779;978490.052987;6561651.81795;624.606994629
780;978490.052987;6561654.81522;625.07598877
781;978491.052075;6561652.81704;624.655029297
782;978491.052075;6561654.81522;625.081970215
783;978493.050253;6561650.81886;624.593994141
784;978492.051164;6561655.81431;625.075012207
785;978493.050253;6561652.81704;624.645996094
786;978493.050253;6561655.81431;625.081970215
787;978490.052987;6561668.80246;624.87097168
788;978474.067568;6561667.80337;624.612976074
789;978476.065746;6561658.81157;625.015991211
790;978478.063923;6561632.83527;624.781005859
791;978478.063923;6561638.8298;624.445007324
792;978488.054809;6561643.82524;624.872009277
793;978488.054809;6561649.81978;624.616027832
794;978495.04843;6561644.82433;624.893005371
795;978494.049341;6561650.81886;624.593994141
796;978472.069391;6561655.81431;624.596008301
797;978478.063923;6561629.838;624.530029297
798;978478.063923;6561667.80337;625.020019531
799;978437.101288;6561653.81613;624.984985352
800;978441.097643;6561664.80611;624.318969727
801;978454.085795;6561660.80975;624.940002441
802;978446.093086;6561644.82433;624.486999512
803;978441.097643;6561660.80975;624.942016602
804;978454.085795;6561665.80519;625.138000488
805;978471.070302;6561673.7979;624.62701416
806;978460.080327;6561666.80428;624.664001465
807;978455.084884;6561668.80246;625.036987305
808;978458.08215;6561685.78697;624.736999512
809;978485.057544;6561686.78606;624.724975586
810;978480.0621;6561702.77147;625.315002441
811;978497.046607;6561800.68216;625.234008789
812;978495.04843;6561808.67487;626.820007324
813;978492.051164;6561814.6694;626.820983887
814;978497.046607;6561820.66394;626.432983398
815;978489.053898;6561808.67487;625.956970215
816;978485.057544;6561804.67852;625.971008301
817;978491.052075;6561801.68125;626.072998047
818;978487.055721;6561800.68216;625.283996582
819;978491.052075;6561800.68216;625.645019531
820;978486.056632;6561756.72226;624.835998535
821;978479.063012;6561772.70768;625.281982422
822;978490.052987;6561797.6849;625.236999512
823;978485.057544;6561788.6931;625.62298584
824;978485.057544;6561789.69219;625.257019043
825;978483.059366;6561783.69766;625.198974609
826;978486.056632;6561789.69219;625.260009766
827;978485.057544;6561787.69401;625.601989746
828;978485.057544;6561784.69674;625.211975098
829;978476.065746;6561758.72044;624.87298584
830;978479.063012;6561712.76236;624.807006836
831;978476.065746;6561699.77421;624.880981445
832;978478.063923;6561693.77968;625.206970215
833;978475.066657;6561690.78241;624.718994141
834;978480.0621;6561688.78423;625.101989746
835;978483.059366;6561685.78697;624.702026367
836;978477.064834;6561683.78879;624.640014648
837;978486.056632;6561687.78514;624.778015137
838;978486.056632;6561711.76327;625.348999023
839;978489.053898;6561687.78514;624.818969727
840;978489.053898;6561682.7897;625.234008789
841;978493.050253;6561665.80519;625.145996094
842;978498.045696;6561671.79973;625.172973633
843;978496.047519;6561652.81704;624.596984863
844;978497.046607;6561740.73684;624.810974121
845;978497.046607;6561733.74322;625.364013672
846;978497.046607;6561695.77785;624.835998535
847;978494.049341;6561736.74049;624.807983398
848;978498.045696;6561764.71497;624.903991699
849;978498.045696;6561807.67578;626.692016602
850;978498.045696;6561800.68216;625.239013672
851;978498.045696;6561804.67852;626.400024414
852;978496.047519;6561803.67943;625.736999512
853;978499.044785;6561799.68307;625.244995117
854;978499.044785;6561803.67943;626.219970703
855;978499.044785;6561801.68125;625.403991699
856;978499.044785;6561738.73867;625.515014648
857;978498.045696;6561697.77603;624.823974609
858;978498.045696;6561691.7815;625.215026855
859;978499.044785;6561660.80975;625.106018066
860;978499.044785;6561719.75598;625.106994629
861;978499.044785;6561700.7733;624.804016113
862;978499.044785;6561692.78059;625.219970703
863;978499.044785;6561653.81613;624.590026855
864;978498.045696;6561741.73593;624.827026367
865;978499.044785;6561744.7332;624.835021973
866;978394.140476;6561676.79517;624.724975586
867;978417.119515;6561651.81795;624.731994629
868;978427.110401;6561652.81704;624.29498291
869;978418.118603;6561646.82251;624.20501709
870;978414.122249;6561645.82342;624.234008789
871;978408.127717;6561649.81978;624.656982422
872;978407.128628;6561641.82707;624.231994629
873;978395.139564;6561674.79699;624.359985352
874;978392.142298;6561674.79699;624.348022461
875;978367.165082;6561637.83071;624.148010254
876;978367.165082;6561632.83527;624.460021973
877;978365.166905;6561631.83618;624.604003906
878;978351.179663;6561640.82798;624.039001465
879;978309.21794;6561635.83253;623.84197998
880;978392.142298;6561675.79608;624.369018555
881;978461.079416;6561806.67669;626.807006836
882;978485.057544;6561812.67123;626.369018555
883;978479.063012;6561814.6694;625.658996582
884;978486.056632;6561814.6694;625.963012695
885;978492.051164;6561819.66485;626.630981445
886;978489.053898;6561818.66576;625.935974121
887;978485.057544;6561914.57827;625.104003906
888;978461.079416;6561811.67214;625.414978027
889;978483.059366;6561887.60288;626.182983398
890;978496.047519;6561834.65118;625.924987793
891;978497.046607;6561822.66211;626.318969727
892;978492.051164;6561824.66029;626.664001465
893;978496.047519;6561824.66029;626.184020996
894;978490.052987;6561822.66211;625.989013672
895;978491.052075;6561825.65938;626.653015137
896;978489.053898;6561823.6612;625.961975098
897;978490.052987;6561825.65938;626.395996094
898;978484.058455;6561822.66211;625.664978027
899;978480.0621;6561874.61472;625.601013184
900;978483.059366;6561868.62019;626.354980469
901;978483.059366;6561875.61381;625.703979492
902;978485.057544;6561869.61928;626.234985352
903;978484.058455;6561878.61108;625.84197998
904;978488.054809;6561891.59923;626.075012207
905;978495.04843;6561917.57554;625.07598877
906;978499.044785;6561983.51539;625.768005371
907;978485.057544;6561992.50718;625.216003418
908;978492.051164;6561993.50627;626.317016602
909;978491.052075;6561995.50445;625.789978027
910;978489.053898;6561998.50172;625.15802002
911;978490.052987;6561999.50081;625.198974609
912;978485.057544;6561999.50081;626.020996094
913;978476.065746;6561997.50263;626.635986328
914;978475.066657;6561982.5163;625.330993652
915;978489.053898;6561927.56642;626.104980469
916;978434.104022;6561985.51356;626.07800293
917;978427.110401;6561998.50172;625.963012695
918;978460.080327;6561995.50445;626.062011719
919;978437.101288;6561998.50172;625.67401123
920;978429.108579;6561995.50445;625.635986328
921;978427.110401;6561995.50445;625.937988281
922;978430.107667;6561991.5081;625.637023926
923;978428.10949;6561993.50627;625.770019531
924;978426.111313;6561990.50901;626.111022949
925;978448.091263;6561923.57007;624.632019043
926;978450.08944;6561927.56642;625.627990723
927;978444.094909;6561959.53726;624.927978516
928;978456.083972;6561982.5163;626.268005371
929;978446.093086;6561992.50718;626.344970703
930;978448.091263;6561990.50901;626.021972656
931;978466.074859;6561989.50992;626.380004883
932;978474.067568;6561990.50901;625.523010254
933;978473.06848;6561996.50354;626.79699707
934;978467.073948;6561995.50445;626.103027344
935;978469.072125;6561993.50627;626.343994141
936;978469.072125;6561987.51174;625.611999512
937;978462.078504;6561982.5163;625.40802002
938;978461.079416;6561986.51265;626.284973145
939;978460.080327;6561979.51903;625.706970215
940;978452.087618;6561974.52359;625.369018555
941;978450.08944;6561982.5163;626.023986816
942;978444.094909;6561988.51083;626.341003418
943;978444.094909;6561979.51903;626.028991699
944;978440.098554;6561971.52632;625.827026367
945;978441.097643;6561968.52906;625.193969727
946;978444.094909;6561962.53453;625.325012207
947;978438.100377;6561972.52541;625.770996094
948;978429.108579;6561988.51083;625.713989258
949;978428.10949;6561987.51174;625.692993164
950;978442.096731;6561942.55275;625.442016602
951;978453.086706;6561928.56551;625.034973145
952;978460.080327;6561921.57189;626.065979004
953;978475.066657;6561924.56916;625.606018066
954;978475.066657;6561972.52541;625.796020508
955;978470.071214;6561976.52177;625.127990723
956;978465.07577;6561973.5245;624.927001953
957;978453.086706;6561953.54273;625.987976074
958;978459.081238;6561945.55002;625.46697998
959;978484.058455;6561929.5646;625.572998047
960;978485.057544;6561923.57007;625.982971191
961;978485.057544;6561918.57462;625.193969727
962;978480.0621;6561931.56278;626.026000977
963;978474.067568;6561953.54273;625.476989746
964;978492.051164;6561945.55002;625.536987305
965;978498.045696;6561978.51994;626.104980469
966;978488.054809;6561989.50992;625.776000977
967;978490.052987;6561991.5081;625.729980469
968;978496.047519;6561934.56004;625.807006836
969;978496.047519;6561919.57371;625.143005371
970;978496.047519;6561862.62566;626.497009277
971;978497.046607;6561848.63842;625.817993164
972;978492.051164;6561834.65118;626.159973145
973;978486.056632;6561845.64115;625.577026367
974;978489.053898;6561865.62293;625.773986816
975;978492.051164;6561867.6211;625.718017578
976;978489.053898;6561884.60561;625.557006836
977;978493.050253;6561871.61746;625.661987305
978;978495.04843;6561905.58647;625.643981934
979;978496.047519;6561869.61928;625.848022461
980;978496.047519;6561873.61563;626.151977539
981;978498.045696;6561839.64662;625.989990234
982;978498.045696;6561827.65756;626.088989258
983;978492.051164;6561828.65664;626.093994141
984;978497.046607;6561862.62566;626.588012695
985;978497.046607;6561857.63022;625.984008789
986;978487.055721;6561851.63568;626.088012695
987;978497.046607;6561869.61928;625.815979004
988;978497.046607;6561939.55549;625.914001465
989;978497.046607;6561920.5728;625.132995605
990;978497.046607;6561888.60196;626.117980957
991;978498.045696;6561848.63842;625.809997559
992;978499.044785;6561972.52541;625.905029297
993;978497.046607;6561924.56916;625.666015625
994;978498.045696;6561946.54911;625.851013184
995;978497.046607;6561894.5965;625.596008301
996;978498.045696;6561861.62657;626.565979004
997;978497.046607;6561874.61472;626.281982422
998;978494.049341;6561877.61199;625.590026855
999;978495.04843;6561887.60288;625.650024414
1000;978498.045696;6561920.5728;625.24798584
1001;978498.045696;6561924.56916;625.695983887
1002;978498.045696;6561869.61928;625.788024902
1003;978498.045696;6561890.60014;626.302978516
1004;978499.044785;6561945.55002;625.92401123
1005;978498.045696;6561896.59467;625.588012695
1006;978498.045696;6561907.58465;625.773010254
1007;978490.052987;6561895.59559;625.484985352
1008;978487.055721;6561904.58738;625.820983887
1009;978476.065746;6561911.581;624.965026855
1010;978471.070302;6561919.57371;625.861999512
1011;978466.074859;6561920.5728;625.619018555
1012;978469.072125;6561909.58283;624.900024414
1013;978481.061189;6561891.59923;625.346008301
1014;978478.063923;6561903.58829;625.822998047
1015;978473.06848;6561903.58829;625.802001953
1016;978480.0621;6561885.6047;625.854003906
1017;978477.064834;6561893.59741;625.474975586
1018;978453.086706;6561916.57645;626.008972168
1019;978451.088529;6561926.56733;625.239990234
1020;978453.086706;6561925.56824;625.091003418
1021;978457.083061;6561919.57371;625.567993164
1022;978462.078504;6561918.57462;626.142028809
1023;978466.074859;6561913.57918;625.135986328
1024;978458.08215;6561917.57554;625.601989746
1025;978460.080327;6561916.57645;625.841003418
1026;978469.072125;6561915.57736;625.109008789
1027;978455.084884;6561922.57098;625.676025391
1028;978464.076682;6561909.58283;625.005981445
1029;978471.070302;6561901.59012;625.918029785
1030;978475.066657;6561889.60105;625.377990723
1031;978477.064834;6561884.60561;625.92199707
1032;978457.083061;6561909.58283;624.793029785
1033;978461.079416;6561873.61563;625.976989746
1034;978465.07577;6561869.61928;625.489990234
1035;978465.07577;6561861.62657;625.99798584
1036;978464.076682;6561855.63204;625.460021973
1037;978465.07577;6561828.65664;625.892028809
1038;978484.058455;6561832.653;626.057006836
1039;978487.055721;6561829.65573;625.796020508
1040;978479.063012;6561831.65391;625.518981934
1041;978475.066657;6561847.63933;625.984008789
1042;978481.061189;6561861.62657;625.741027832
1043;978485.057544;6561860.62748;626.257019043
1044;978493.050253;6561862.62566;625.841003418
1045;978484.058455;6561864.62384;625.986999512
1046;978484.058455;6561857.63022;626.304016113
1047;978480.0621;6561852.63477;625.736022949
1048;978471.070302;6561857.63022;625.536987305
1049;978477.064834;6561868.62019;625.562011719
1050;978479.063012;6561865.62293;626.062988281
1051;978471.070302;6561840.64571;625.505981445
1052;978478.063923;6561836.64935;625.851013184
1053;978481.061189;6561834.65118;625.568969727
1054;978463.077593;6561861.62657;626.039001465
1055;978462.078504;6561854.63295;625.411010742
1056;978293.232521;6561776.70403;626.159973145
1057;978266.257127;6561820.66394;623.499023438
1058;978309.21794;6561828.65664;624.721984863
1059;978423.114047;6561986.51265;625.143005371
1060;978426.111313;6561984.51448;625.815979004
1061;978437.101288;6561956.53999;624.789001465
1062;978433.104933;6561968.52906;625.807983398
1063;978435.103111;6561964.5327;625.090026855
1064;978426.111313;6561981.51721;625.780029297
1065;978430.107667;6561984.51448;625.640991211
1066;978432.105845;6561968.52906;625.822998047
1067;978358.173284;6561894.5965;625.744995117
1068;978421.115869;6561975.52268;624.95300293
1069;978427.110401;6561968.52906;625.721984863
1070;978432.105845;6561960.53635;624.905029297
1071;978430.107667;6561964.5327;625.75402832
1072;978435.103111;6561958.53817;625.181030273
1073;978402.133185;6561922.57098;624.017028809
1074;978437.101288;6561913.57918;625.927978516
1075;978441.097643;6561907.58465;624.79699707
1076;978458.08215;6561898.59285;625.685974121
1077;978466.074859;6561896.59467;625.314025879
1078;978465.07577;6561903.58829;625.492980957
1079;978463.077593;6561882.60743;625.242980957
1080;978452.087618;6561894.5965;625.598999023
1081;978457.083061;6561883.60652;625.125976563
1082;978384.149589;6561892.59832;624.135009766
1083;978399.135919;6561878.61108;625.409973145
1084;978457.083061;6561811.67214;625.401977539
1085;978458.08215;6561806.67669;626.679016113
1086;978462.078504;6561799.68307;624.978027344
1087;978477.064834;6561798.68399;625.635009766
1088;978478.063923;6561797.6849;625.12902832
1089;978475.066657;6561798.68399;625.150024414
1090;978468.073036;6561802.68034;625.239013672
1091;978465.07577;6561807.67578;626.739013672
1092;978474.067568;6561809.67396;626.75201416
1093;978476.065746;6561802.68034;625.557006836
1094;978476.065746;6561799.68307;625.763000488
1095;978481.061189;6561810.67305;626.739990234
1096;978484.058455;6561810.67305;626.693969727
1097;978471.070302;6561816.66758;625.53302002
1098;978468.073036;6561812.67123;625.520996094
1099;978472.069391;6561810.67305;626.70300293
1100;978471.070302;6561808.67487;626.70098877
1101;978469.072125;6561805.67761;625.687011719
1102;978471.070302;6561812.67123;625.762023926
1103;978473.06848;6561810.67305;626.741027832
1104;978462.078504;6561803.67943;625.598022461
1105;978467.073948;6561787.69401;625.351013184
1106;978454.085795;6561797.6849;624.994995117
1107;978415.121337;6561717.7578;624.185974121
1108;978301.22523;6561768.71133;623.763977051
1109;978303.223408;6561778.70221;625.885986328
1110;978295.230698;6561782.69857;624.67401123
1111;978308.218851;6561821.66302;623.830993652
1112;978320.207915;6561834.65118;624.0
1113;978427.110401;6561800.68216;626.510009766
1114;978431.106756;6561805.67761;625.195007324
1115;978406.12954;6561866.62201;624.95300293
1116;978450.08944;6561867.6211;625.236999512
1117;978450.08944;6561856.63113;625.706970215
1118;978458.08215;6561842.64389;625.414001465
1119;978444.094909;6561820.66394;625.797973633
1120;978447.092174;6561818.66576;625.244995117
1121;978456.083972;6561809.67396;625.418029785
1122;978454.085795;6561805.67761;626.622009277
1123;978451.088529;6561808.67487;625.344970703
1124;978449.090352;6561804.67852;626.507019043
1125;978451.088529;6561802.68034;625.65802002
1126;978449.090352;6561799.68307;625.012023926
1127;978437.101288;6561802.68034;626.333007813
1128;978438.100377;6561806.67669;625.197998047
1129;978442.096731;6561816.66758;625.103027344
1130;978438.100377;6561813.67032;625.086975098
1131;978414.122249;6561852.63477;625.434997559
1132;978413.12316;6561866.62201;625.440002441
1133;978421.115869;6561864.62384;625.057983398
1134;978442.096731;6561892.59832;625.658996582
1135;978455.084884;6561879.61017;625.648010254
1136;978452.087618;6561882.60743;625.130004883
1137;978445.093997;6561884.60561;625.054992676
1138;978449.090352;6561878.61108;625.45501709
1139;978428.10949;6561866.62201;625.45300293
1140;978436.102199;6561883.60652;624.929992676
1141;978437.101288;6561905.58647;624.788024902
1142;978437.101288;6561900.59103;625.239990234
1143;978412.124071;6561885.6047;624.723022461
1144;978396.138653;6561911.581;625.619018555
1145;978400.135008;6561911.581;624.07598877
1146;978406.12954;6561920.5728;625.179016113
1147;978420.116781;6561939.55549;625.643981934
1148;978424.113135;6561949.54637;624.763977051
1149;978436.102199;6561953.54273;625.208984375
1150;978427.110401;6561940.55457;625.07800293
1151;978437.101288;6561932.56187;625.604003906
1152;978444.094909;6561929.5646;625.112976074
1153;978441.097643;6561922.57098;625.057006836
1154;978437.101288;6561929.5646;625.020996094
1155;978437.101288;6561917.57554;625.29901123
1156;978427.110401;6561921.57189;625.893981934
1157;978431.106756;6561926.56733;625.176025391
1158;978424.113135;6561935.55913;625.023010254
1159;978430.107667;6561934.56004;624.916992188
1160;978433.104933;6561932.56187;625.491027832
1161;978431.106756;6561930.56369;625.593017578
1162;978428.10949;6561930.56369;625.455993652
1163;978416.120426;6561933.56095;625.013977051
1164;978417.119515;6561922.57098;624.890991211
1165;978409.126805;6561923.57007;625.552978516
1166;978412.124071;6561925.56824;624.778991699
1167;978412.124071;6561923.57007;624.890991211
1168;978410.125894;6561922.57098;625.338012695
1169;978408.127717;6561924.56916;625.528015137
1170;978410.125894;6561928.56551;625.413024902
1171;978414.122249;6561939.55549;624.007019043
1172;978415.121337;6561936.55822;625.37701416
1173;978416.120426;6561939.55549;624.150024414
1174;978423.114047;6561948.54728;625.094970703
1175;978423.114047;6561953.54273;625.780029297
1176;978427.110401;6561953.54273;624.814025879
1177;978435.103111;6561955.5409;624.867004395
1178;978428.10949;6561956.53999;625.364013672
1179;978416.120426;6561949.54637;625.75201416
1180;978418.118603;6561943.55184;624.107971191
1181;978421.115869;6561942.55275;625.103027344
1182;978416.120426;6561945.55002;625.560974121
1183;978416.120426;6561941.55366;624.133972168
1184;978417.119515;6561940.55457;624.202026367
1185;978415.121337;6561944.55093;625.416992188
1186;978411.124983;6561937.55731;624.17199707
1187;978412.124071;6561931.56278;625.741027832
1188;978414.122249;6561938.5564;624.08001709
1189;978397.137742;6561919.57371;625.510009766
1190;978418.118603;6561971.52632;625.778991699
1191;978421.115869;6561970.52723;625.093994141
1192;978424.113135;6561964.5327;625.843017578
1193;978421.115869;6561968.52906;625.080993652
1194;978424.113135;6561967.52997;625.830993652
1195;978420.116781;6561957.53908;625.062988281
1196;978424.113135;6561956.53999;625.666992188
1197;978419.117692;6561951.54455;625.390991211
1198;978422.114958;6561951.54455;625.671020508
1199;978419.117692;6561949.54637;625.075012207
1200;978420.116781;6561946.54911;624.333984375
1201;978413.12316;6561943.55184;625.685974121
1202;978409.126805;6561937.55731;624.32598877
1203;978410.125894;6561935.55913;624.192993164
1204;978406.12954;6561928.56551;624.609985352
1205;978409.126805;6561932.56187;624.231994629
1206;978402.133185;6561924.56916;624.080993652
1207;978400.135008;6561923.57007;624.567993164
1208;978396.138653;6561920.5728;625.500976563
1209;978410.125894;6561942.55275;625.799987793
1210;978411.124983;6561938.5564;624.130981445
1211;978410.125894;6561940.55457;625.450012207
1212;978412.124071;6561949.54637;625.218017578
1213;978415.121337;6561953.54273;625.70300293
1214;978406.12954;6561939.55549;626.010986328
1215;978408.127717;6561935.55913;624.37902832
1216;978407.128628;6561938.5564;625.843994141
1217;978407.128628;6561937.55731;625.593017578
1218;978406.12954;6561931.56278;624.421020508
1219;978406.12954;6561936.55822;625.82800293
1220;978403.132274;6561929.5646;624.596008301
1221;978402.133185;6561931.56278;625.340026855
1222;978401.134096;6561926.56733;625.088012695
1223;978404.131362;6561927.56642;624.419006348
1224;978370.162348;6561904.58738;625.161010742
1225;978418.118603;6561988.51083;625.479003906
1226;978423.114047;6561990.50901;624.958007813
1227;978420.116781;6561988.51083;625.70098877
1228;978421.115869;6561990.50901;625.586975098
1229;978420.116781;6561980.51812;625.736999512
1230;978423.114047;6561981.51721;625.181030273
1231;978409.126805;6561947.5482;625.159973145
1232;978397.137742;6561931.56278;625.211975098
1233;978392.142298;6561940.55457;624.981018066
1234;978412.124071;6561965.53179;625.114013672
1235;978418.118603;6561968.52906;625.752990723
1236;978421.115869;6561966.53088;625.112976074
1237;978417.119515;6561964.5327;625.556030273
1238;978420.116781;6561964.5327;625.020996094
1239;978402.133185;6561938.5564;625.315979004
1240;978388.145944;6561933.56095;625.541992188
1241;978370.162348;6561909.58283;625.137023926
1242;978064.441218;6561983.51539;623.172973633
1243;978057.447598;6561976.52177;623.078979492
1244;978247.274443;6561822.66211;625.059997559
1245;978235.285379;6561791.69036;623.41998291
1246;978281.243457;6561775.70495;625.460998535
1247;978239.281734;6561623.84347;623.601013184
1248;978233.287202;6561617.84894;625.414001465
1249;978237.283556;6561621.84529;623.763977051
1250;978238.282645;6561620.8462;624.393005371
1251;978242.279;6561617.84894;626.677001953
1252;978240.280822;6561621.84529;624.041015625
1253;978247.274443;6561620.8462;624.856018066
1254;978259.263507;6561620.8462;624.04699707
1255;978265.258039;6561621.84529;624.781005859
1256;978277.247103;6561728.74778;623.395996094
1257;978308.218851;6561698.77512;624.432006836
1258;978320.207915;6561697.77603;623.731994629
1259;978389.145032;6561728.74778;625.056030273
1260;978391.14321;6561707.76692;624.09197998
1261;978391.14321;6561725.75051;624.187011719
1262;978396.138653;6561725.75051;624.302001953
1263;978397.137742;6561716.75872;624.594970703
1264;978391.14321;6561714.76054;624.479980469
1265;978390.144121;6561721.75416;624.322998047
1266;978372.160525;6561715.75963;624.817016602
1267;978374.158702;6561711.76327;624.077026367
1268;978386.147766;6561675.79608;624.656005859
1269;978391.14321;6561676.79517;624.369995117
1270;978385.148678;6561679.79243;624.265014648
1271;978388.145944;6561693.77968;624.481018066
1272;978338.191511;6561690.78241;624.474975586
1273;978360.171461;6561683.78879;624.059997559
1274;978363.168727;6561662.80793;624.40802002
1275;978386.147766;6561671.79973;624.306030273
1276;978342.187865;6561685.78697;624.013000488
1277;978346.18422;6561641.82707;624.005981445
1278;978339.190599;6561634.83345;623.997009277
1279;978340.189688;6561657.81248;624.304016113
1280;978354.176929;6561660.80975;624.064025879
1281;978312.215206;6561682.7897;623.729003906
1282;978321.207004;6561683.78879;624.25201416
1283;978335.194245;6561664.80611;623.932006836
1284;978323.205181;6561683.78879;623.916015625
1285;978327.201536;6561679.79243;624.299987793
1286;978332.196979;6561684.78788;624.00201416
1287;978332.196979;6561692.78059;623.786987305
1288;978322.206092;6561690.78241;624.437011719
1289;978312.215206;6561696.77694;623.906005859
1290;978312.215206;6561687.78514;624.343994141
1291;978311.216117;6561686.78606;624.242980957
1292;978277.247103;6561638.8298;623.687011719
1293;978286.238901;6561627.83982;624.090026855
1294;978298.227964;6561633.83436;623.843994141
1295;978308.218851;6561660.80975;624.164978027
1296;978291.234344;6561635.83253;624.119018555
1297;978292.233432;6561629.838;624.072021484
1298;978296.229787;6561642.82615;623.773010254
1299;978301.22523;6561634.83345;623.853027344
1300;978310.217028;6561677.79426;623.822021484
1301;978319.208826;6561682.7897;623.828979492
1302;978321.207004;6561682.7897;624.258972168
1303;978318.209738;6561679.79243;624.286010742
1304;978315.212472;6561674.79699;623.87097168
1305;978328.200624;6561668.80246;624.270996094
1306;978327.201536;6561674.79699;623.971008301
1307;978315.212472;6561678.79335;623.781982422
1308;978305.221585;6561671.79973;624.166992188
1309;978307.219762;6561683.78879;623.765991211
1310;978279.24528;6561725.75051;623.986022949
1311;978275.248925;6561715.75963;623.382995605
1312;978292.233432;6561698.77512;623.969970703
1313;978294.23161;6561711.76327;623.534973145
1314;978311.216117;6561699.77421;623.757995605
1315;978306.220674;6561703.77056;624.077026367
1316;978303.223408;6561760.71862;624.445983887
1317;978291.234344;6561769.71041;623.565002441
1318;978281.243457;6561767.71224;623.992980957
